Date,Album,AlbumURL,AlbumImageURL,AlbumImageSource,Artist,ArtistURL
11/17/1945,Selections from Going My Way,/wiki/Selections_from_Going_My_Way,http://upload.wikimedia.org/wikipedia/commons/5/51/Bing_Going_My_Way.jpg,,Bing Crosby,/wiki/Bing_Crosby
11/24/1945,Selections from Going My Way,/wiki/Selections_from_Going_My_Way,http://upload.wikimedia.org/wikipedia/commons/5/51/Bing_Going_My_Way.jpg,,Bing Crosby,/wiki/Bing_Crosby
12/1/1945,On The Moonbeam,,https://img.discogs.com/IuJHYaptbnwkoAy92xr4H30ERKo=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2847598-1303779991.jpeg.jpg,https://www.discogs.com/Vaughn-Monroe-His-Orchestra-Quartet-And-Chorus-On-The-Moon-Beam/release/2847598,Vaughn Monroe,/wiki/Vaughn_Monroe
12/8/1945,Merry Christmas,/wiki/Merry_Christmas_(Bing_Crosby_album),http://upload.wikimedia.org/wikipedia/commons/8/86/A-550_1947.jpg,,Bing Crosby,
12/15/1945,Merry Christmas,/wiki/Merry_Christmas_(Bing_Crosby_album),http://upload.wikimedia.org/wikipedia/commons/8/86/A-550_1947.jpg,,Bing Crosby,
12/22/1945,Merry Christmas,/wiki/Merry_Christmas_(Bing_Crosby_album),http://upload.wikimedia.org/wikipedia/commons/8/86/A-550_1947.jpg,,Bing Crosby,
12/29/1945,Merry Christmas,/wiki/Merry_Christmas_(Bing_Crosby_album),http://upload.wikimedia.org/wikipedia/commons/8/86/A-550_1947.jpg,,Bing Crosby,
1/5/1946,Merry Christmas,/wiki/Merry_Christmas_(Bing_Crosby_album),http://upload.wikimedia.org/wikipedia/commons/8/86/A-550_1947.jpg,,Bing Crosby,
1/12/1946,Merry Christmas,/wiki/Merry_Christmas_(Bing_Crosby_album),http://upload.wikimedia.org/wikipedia/commons/8/86/A-550_1947.jpg,,Bing Crosby,
1/19/1946,On The Moonbeam,,https://img.discogs.com/IuJHYaptbnwkoAy92xr4H30ERKo=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2847598-1303779991.jpeg.jpg,https://www.discogs.com/Vaughn-Monroe-His-Orchestra-Quartet-And-Chorus-On-The-Moon-Beam/release/2847598,Vaughn Monroe,/wiki/Vaughn_Monroe
1/26/1946,On The Moonbeam,,https://img.discogs.com/IuJHYaptbnwkoAy92xr4H30ERKo=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2847598-1303779991.jpeg.jpg,https://www.discogs.com/Vaughn-Monroe-His-Orchestra-Quartet-And-Chorus-On-The-Moon-Beam/release/2847598,Vaughn Monroe,/wiki/Vaughn_Monroe
2/2/1946,On The Moonbeam,,https://img.discogs.com/IuJHYaptbnwkoAy92xr4H30ERKo=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2847598-1303779991.jpeg.jpg,https://www.discogs.com/Vaughn-Monroe-His-Orchestra-Quartet-And-Chorus-On-The-Moon-Beam/release/2847598,Vaughn Monroe,/wiki/Vaughn_Monroe
2/9/1946,On The Moonbeam,,https://img.discogs.com/IuJHYaptbnwkoAy92xr4H30ERKo=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2847598-1303779991.jpeg.jpg,https://www.discogs.com/Vaughn-Monroe-His-Orchestra-Quartet-And-Chorus-On-The-Moon-Beam/release/2847598,Vaughn Monroe,/wiki/Vaughn_Monroe
2/16/1946,On The Moonbeam,,https://img.discogs.com/IuJHYaptbnwkoAy92xr4H30ERKo=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2847598-1303779991.jpeg.jpg,https://www.discogs.com/Vaughn-Monroe-His-Orchestra-Quartet-And-Chorus-On-The-Moon-Beam/release/2847598,Vaughn Monroe,/wiki/Vaughn_Monroe
2/23/1946,State Fair,/wiki/State_Fair_(1945_film),http://upload.wikimedia.org/wikipedia/en/9/9c/Starfair1945poster.jpg,,Dick Haymes,/wiki/Dick_Haymes
3/2/1946,State Fair,/wiki/State_Fair_(1945_film),http://upload.wikimedia.org/wikipedia/en/9/9c/Starfair1945poster.jpg,,Dick Haymes,/wiki/Dick_Haymes
3/9/1946,State Fair,/wiki/State_Fair_(1945_film),http://upload.wikimedia.org/wikipedia/en/9/9c/Starfair1945poster.jpg,,Dick Haymes,/wiki/Dick_Haymes
3/16/1946,State Fair,/wiki/State_Fair_(1945_film),http://upload.wikimedia.org/wikipedia/en/9/9c/Starfair1945poster.jpg,,Dick Haymes,/wiki/Dick_Haymes
3/23/1946,The Bells of St. Mary's,,https://upload.wikimedia.org/wikipedia/en/6/66/Bells_st_marys.jpg,https://en.wikipedia.org/wiki/The_Bells_of_St._Mary%27s,Bing Crosby,
3/30/1946,The Bells of St. Mary's,,https://upload.wikimedia.org/wikipedia/en/6/66/Bells_st_marys.jpg,https://en.wikipedia.org/wiki/The_Bells_of_St._Mary%27s,Bing Crosby,
4/6/1946,The Voice of Frank Sinatra,/wiki/The_Voice_of_Frank_Sinatra,http://upload.wikimedia.org/wikipedia/en/3/3d/Voiceoffranksinatraoriginal.jpg,,Frank Sinatra,/wiki/Frank_Sinatra
4/13/1946,The Voice of Frank Sinatra,/wiki/The_Voice_of_Frank_Sinatra,http://upload.wikimedia.org/wikipedia/en/3/3d/Voiceoffranksinatraoriginal.jpg,,Frank Sinatra,/wiki/Frank_Sinatra
4/20/1946,The Voice of Frank Sinatra,/wiki/The_Voice_of_Frank_Sinatra,http://upload.wikimedia.org/wikipedia/en/3/3d/Voiceoffranksinatraoriginal.jpg,,Frank Sinatra,/wiki/Frank_Sinatra
4/27/1946,The Voice of Frank Sinatra,/wiki/The_Voice_of_Frank_Sinatra,http://upload.wikimedia.org/wikipedia/en/3/3d/Voiceoffranksinatraoriginal.jpg,,Frank Sinatra,/wiki/Frank_Sinatra
5/4/1946,The Voice of Frank Sinatra,/wiki/The_Voice_of_Frank_Sinatra,http://upload.wikimedia.org/wikipedia/en/3/3d/Voiceoffranksinatraoriginal.jpg,,Frank Sinatra,/wiki/Frank_Sinatra
5/11/1946,The Voice of Frank Sinatra,/wiki/The_Voice_of_Frank_Sinatra,http://upload.wikimedia.org/wikipedia/en/3/3d/Voiceoffranksinatraoriginal.jpg,,Frank Sinatra,/wiki/Frank_Sinatra
5/18/1946,The Voice of Frank Sinatra,/wiki/The_Voice_of_Frank_Sinatra,http://upload.wikimedia.org/wikipedia/en/3/3d/Voiceoffranksinatraoriginal.jpg,,Frank Sinatra,/wiki/Frank_Sinatra
5/25/1946,Benny Goodman Sextet,,http://ecx.images-amazon.com/images/I/71KF4Hx328L._SL1204_.jpg,http://www.amazon.com/Slipped-Disc-1945-1946-Goodman-Sextet/dp/B002CU527C,Benny Goodman Sextet,/wiki/Benny_Goodman
6/1/1946,Benny Goodman Sextet,,http://ecx.images-amazon.com/images/I/71KF4Hx328L._SL1204_.jpg,http://www.amazon.com/Slipped-Disc-1945-1946-Goodman-Sextet/dp/B002CU527C,Benny Goodman Sextet,/wiki/Benny_Goodman
6/8/1946,Glenn Miller,/wiki/Glenn_Miller_(1945_album),http://upload.wikimedia.org/wikipedia/en/2/2c/Glenn_Miller_1945_RCA_Album_P148.jpg,,Glenn Miller & His Orchestra,/wiki/Glenn_Miller
6/15/1946,Benny Goodman Sextet,,http://ecx.images-amazon.com/images/I/71KF4Hx328L._SL1204_.jpg,http://www.amazon.com/Slipped-Disc-1945-1946-Goodman-Sextet/dp/B002CU527C,Benny Goodman Sextet,/wiki/Benny_Goodman
6/22/1946,Glenn Miller,/wiki/Glenn_Miller_(1945_album),http://upload.wikimedia.org/wikipedia/en/2/2c/Glenn_Miller_1945_RCA_Album_P148.jpg,,Glenn Miller & His Orchestra,/wiki/Glenn_Miller
6/29/1946,Glenn Miller,/wiki/Glenn_Miller_(1945_album),http://upload.wikimedia.org/wikipedia/en/2/2c/Glenn_Miller_1945_RCA_Album_P148.jpg,,Glenn Miller & His Orchestra,/wiki/Glenn_Miller
7/6/1946,Glenn Miller,/wiki/Glenn_Miller_(1945_album),http://upload.wikimedia.org/wikipedia/en/2/2c/Glenn_Miller_1945_RCA_Album_P148.jpg,,Glenn Miller & His Orchestra,/wiki/Glenn_Miller
7/13/1946,Glenn Miller,/wiki/Glenn_Miller_(1945_album),http://upload.wikimedia.org/wikipedia/en/2/2c/Glenn_Miller_1945_RCA_Album_P148.jpg,,Glenn Miller & His Orchestra,/wiki/Glenn_Miller
7/20/1946,Dancing In The Dark,,https://img.discogs.com/clo0771s3lR6buV-2IHgqEnnPwc=/fit-in/456x449/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-2935702-1415500499-3464.jpeg.jpg,https://www.discogs.com/release/2935702-Dancing-In-The-Dark/images,Carmen Cavallaro,/wiki/Carmen_Cavallaro
7/27/1946,Dancing In The Dark,,https://img.discogs.com/clo0771s3lR6buV-2IHgqEnnPwc=/fit-in/456x449/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-2935702-1415500499-3464.jpeg.jpg,https://www.discogs.com/release/2935702-Dancing-In-The-Dark/images,Carmen Cavallaro,/wiki/Carmen_Cavallaro
8/3/1946,Dancing In The Dark,,https://img.discogs.com/clo0771s3lR6buV-2IHgqEnnPwc=/fit-in/456x449/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-2935702-1415500499-3464.jpeg.jpg,https://www.discogs.com/release/2935702-Dancing-In-The-Dark/images,Carmen Cavallaro,/wiki/Carmen_Cavallaro
8/10/1946,Dancing In The Dark,,https://img.discogs.com/clo0771s3lR6buV-2IHgqEnnPwc=/fit-in/456x449/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-2935702-1415500499-3464.jpeg.jpg,https://www.discogs.com/release/2935702-Dancing-In-The-Dark/images,Carmen Cavallaro,/wiki/Carmen_Cavallaro
8/17/1946,"King Cole Trio, Volume 2",,https://upload.wikimedia.org/wikipedia/en/f/fa/KingColeTrioVol2.jpg,https://en.wikipedia.org/wiki/The_King_Cole_Trio_(album),King Cole Trio,/wiki/King_Cole_Trio
8/24/1946,"King Cole Trio, Volume 2",,https://upload.wikimedia.org/wikipedia/en/f/fa/KingColeTrioVol2.jpg,https://en.wikipedia.org/wiki/The_King_Cole_Trio_(album),King Cole Trio,/wiki/King_Cole_Trio
8/31/1946,Cole Porter Review,,https://img.discogs.com/2HnQL6SvF98b0QIasdu55v7VSpw=/fit-in/594x587/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-2629113-1392091524-1067.jpeg.jpg,https://www.discogs.com/David-Rose-And-His-Orchestra-A-Cole-Porter-Review/master/703322,David Rose & His Orchestra,/wiki/David_Rose_(songwriter)
9/7/1946,Cole Porter Review,,https://img.discogs.com/2HnQL6SvF98b0QIasdu55v7VSpw=/fit-in/594x587/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-2629113-1392091524-1067.jpeg.jpg,https://www.discogs.com/David-Rose-And-His-Orchestra-A-Cole-Porter-Review/master/703323,David Rose & His Orchestra,/wiki/David_Rose_(songwriter)
9/14/1946,"King Cole Trio, Volume 2",,https://upload.wikimedia.org/wikipedia/en/f/fa/KingColeTrioVol2.jpg,https://en.wikipedia.org/wiki/The_King_Cole_Trio_(album),King Cole Trio,/wiki/King_Cole_Trio
9/21/1946,"King Cole Trio, Volume 2",,https://upload.wikimedia.org/wikipedia/en/f/fa/KingColeTrioVol2.jpg,https://en.wikipedia.org/wiki/The_King_Cole_Trio_(album),King Cole Trio,/wiki/King_Cole_Trio
9/28/1946,The Ink Spots,,http://cps-static.rovicorp.com/3/JPG_1080/MI0000/261/MI0000261519.jpg,http://www.allmusic.com/album/the-ink-spots-decca-mw0000265379,The Ink Spots,/wiki/The_Ink_Spots
10/5/1946,The Ink Spots,,http://cps-static.rovicorp.com/3/JPG_1080/MI0000/261/MI0000261519.jpg,http://www.allmusic.com/album/the-ink-spots-decca-mw0000265380,The Ink Spots,/wiki/The_Ink_Spots
10/12/1946,The Ink Spots,,http://cps-static.rovicorp.com/3/JPG_1080/MI0000/261/MI0000261519.jpg,http://www.allmusic.com/album/the-ink-spots-decca-mw0000265381,The Ink Spots,/wiki/The_Ink_Spots
10/19/1946,The Ink Spots,,http://cps-static.rovicorp.com/3/JPG_1080/MI0000/261/MI0000261519.jpg,http://www.allmusic.com/album/the-ink-spots-decca-mw0000265382,The Ink Spots,/wiki/The_Ink_Spots
10/26/1946,The Ink Spots,,http://cps-static.rovicorp.com/3/JPG_1080/MI0000/261/MI0000261519.jpg,http://www.allmusic.com/album/the-ink-spots-decca-mw0000265383,The Ink Spots,/wiki/The_Ink_Spots
11/2/1946,The Ink Spots,,http://cps-static.rovicorp.com/3/JPG_1080/MI0000/261/MI0000261519.jpg,http://www.allmusic.com/album/the-ink-spots-decca-mw0000265384,The Ink Spots,/wiki/The_Ink_Spots
11/9/1946,The Ink Spots,,http://cps-static.rovicorp.com/3/JPG_1080/MI0000/261/MI0000261519.jpg,http://www.allmusic.com/album/the-ink-spots-decca-mw0000265385,The Ink Spots,/wiki/The_Ink_Spots
11/16/1946,Merry Christmas Music,,http://www.christmaslpstocd.com/media/ecom/prodlg/singsmerryxmas_como011.jpg,http://www.great-songs-of-christmas.com/merryxmasmusic_como.htm,Perry Como,/wiki/Perry_Como
11/23/1946,Merry Christmas,/wiki/Merry_Christmas_(Bing_Crosby_album),http://upload.wikimedia.org/wikipedia/commons/8/86/A-550_1947.jpg,,Bing Crosby,
11/30/1946,Merry Christmas,/wiki/Merry_Christmas_(Bing_Crosby_album),http://upload.wikimedia.org/wikipedia/commons/8/86/A-550_1947.jpg,,Bing Crosby,
12/7/1946,Merry Christmas,/wiki/Merry_Christmas_(Bing_Crosby_album),http://upload.wikimedia.org/wikipedia/commons/8/86/A-550_1947.jpg,,Bing Crosby,
12/14/1946,Merry Christmas,/wiki/Merry_Christmas_(Bing_Crosby_album),http://upload.wikimedia.org/wikipedia/commons/8/86/A-550_1947.jpg,,Bing Crosby,
12/21/1946,Merry Christmas,/wiki/Merry_Christmas_(Bing_Crosby_album),http://upload.wikimedia.org/wikipedia/commons/8/86/A-550_1947.jpg,,Bing Crosby,
12/28/1946,Merry Christmas,/wiki/Merry_Christmas_(Bing_Crosby_album),http://upload.wikimedia.org/wikipedia/commons/8/86/A-550_1947.jpg,,Bing Crosby,
1/4/1947,Merry Christmas,/wiki/Merry_Christmas_(Bing_Crosby_album),http://upload.wikimedia.org/wikipedia/commons/8/86/A-550_1947.jpg,,Bing Crosby,
1/11/1947,All The Favorites,,http://cps-static.rovicorp.com/3/JPG_400/MI0002/033/MI0002033223.jpg,http://www.allmusic.com/artist/harry-james-mn0000950571/biography,Harry James,/wiki/Harry_James
1/18/1947,Glenn Miller,/wiki/Glenn_Miller_(1945_album),http://upload.wikimedia.org/wikipedia/en/2/2c/Glenn_Miller_1945_RCA_Album_P148.jpg,,Glenn Miller & His Orchestra,/wiki/Glenn_Miller
1/25/1947,Glenn Miller,/wiki/Glenn_Miller_(1945_album),http://upload.wikimedia.org/wikipedia/en/2/2c/Glenn_Miller_1945_RCA_Album_P148.jpg,,Glenn Miller & His Orchestra,/wiki/Glenn_Miller
2/1/1947,"Al Jolson, Vol. 1",,http://cps-static.rovicorp.com/3/JPG_500/MI0002/526/MI0002526462.jpg,http://www.allmusic.com/album/al-jolson-vol-1-stage-highlights-1911-1925-mw0000273476,Al Jolson,/wiki/Al_Jolson
2/8/1947,Glenn Miller,/wiki/Glenn_Miller_(1945_album),http://upload.wikimedia.org/wikipedia/en/2/2c/Glenn_Miller_1945_RCA_Album_P148.jpg,,Glenn Miller & His Orchestra,/wiki/Glenn_Miller
2/15/1947,"Al Jolson, Vol. 1",,http://cps-static.rovicorp.com/3/JPG_500/MI0002/526/MI0002526462.jpg,http://www.allmusic.com/album/al-jolson-vol-1-stage-highlights-1911-1925-mw0000273476,Al Jolson,/wiki/Al_Jolson
2/22/1947,"Al Jolson, Vol. 1",,http://cps-static.rovicorp.com/3/JPG_500/MI0002/526/MI0002526462.jpg,http://www.allmusic.com/album/al-jolson-vol-1-stage-highlights-1911-1925-mw0000273476,Al Jolson,/wiki/Al_Jolson
3/1/1947,"Al Jolson, Vol. 1",,http://cps-static.rovicorp.com/3/JPG_500/MI0002/526/MI0002526462.jpg,http://www.allmusic.com/album/al-jolson-vol-1-stage-highlights-1911-1925-mw0000273476,Al Jolson,/wiki/Al_Jolson
3/8/1947,"Al Jolson, Vol. 1",,http://cps-static.rovicorp.com/3/JPG_500/MI0002/526/MI0002526462.jpg,http://www.allmusic.com/album/al-jolson-vol-1-stage-highlights-1911-1925-mw0000273476,Al Jolson,/wiki/Al_Jolson
3/15/1947,"Al Jolson, Vol. 1",,http://cps-static.rovicorp.com/3/JPG_500/MI0002/526/MI0002526462.jpg,http://www.allmusic.com/album/al-jolson-vol-1-stage-highlights-1911-1925-mw0000273476,Al Jolson,/wiki/Al_Jolson
3/22/1947,"Al Jolson, Vol. 1",,http://cps-static.rovicorp.com/3/JPG_500/MI0002/526/MI0002526462.jpg,http://www.allmusic.com/album/al-jolson-vol-1-stage-highlights-1911-1925-mw0000273476,Al Jolson,/wiki/Al_Jolson
3/29/1947,"Al Jolson, Vol. 1",,http://cps-static.rovicorp.com/3/JPG_500/MI0002/526/MI0002526462.jpg,http://www.allmusic.com/album/al-jolson-vol-1-stage-highlights-1911-1925-mw0000273476,Al Jolson,/wiki/Al_Jolson
4/5/1947,"Al Jolson, Vol. 1",,http://cps-static.rovicorp.com/3/JPG_500/MI0002/526/MI0002526462.jpg,http://www.allmusic.com/album/al-jolson-vol-1-stage-highlights-1911-1925-mw0000273476,Al Jolson,/wiki/Al_Jolson
4/12/1947,"Al Jolson, Vol. 1",,http://cps-static.rovicorp.com/3/JPG_500/MI0002/526/MI0002526462.jpg,http://www.allmusic.com/album/al-jolson-vol-1-stage-highlights-1911-1925-mw0000273476,Al Jolson,/wiki/Al_Jolson
4/19/1947,"Al Jolson, Vol. 1",,http://cps-static.rovicorp.com/3/JPG_500/MI0002/526/MI0002526462.jpg,http://www.allmusic.com/album/al-jolson-vol-1-stage-highlights-1911-1925-mw0000273476,Al Jolson,/wiki/Al_Jolson
4/26/1947,"Al Jolson, Vol. 1",,http://cps-static.rovicorp.com/3/JPG_500/MI0002/526/MI0002526462.jpg,http://www.allmusic.com/album/al-jolson-vol-1-stage-highlights-1911-1925-mw0000273476,Al Jolson,/wiki/Al_Jolson
5/3/1947,"Al Jolson, Vol. 1",,http://cps-static.rovicorp.com/3/JPG_500/MI0002/526/MI0002526462.jpg,http://www.allmusic.com/album/al-jolson-vol-1-stage-highlights-1911-1925-mw0000273476,Al Jolson,/wiki/Al_Jolson
5/10/1947,"Al Jolson, Vol. 1",,http://cps-static.rovicorp.com/3/JPG_500/MI0002/526/MI0002526462.jpg,http://www.allmusic.com/album/al-jolson-vol-1-stage-highlights-1911-1925-mw0000273476,Al Jolson,/wiki/Al_Jolson
5/17/1947,"Al Jolson, Vol. 1",,http://cps-static.rovicorp.com/3/JPG_500/MI0002/526/MI0002526462.jpg,http://www.allmusic.com/album/al-jolson-vol-1-stage-highlights-1911-1925-mw0000273476,Al Jolson,/wiki/Al_Jolson
5/24/1947,"Al Jolson, Vol. 1",,http://cps-static.rovicorp.com/3/JPG_500/MI0002/526/MI0002526462.jpg,http://www.allmusic.com/album/al-jolson-vol-1-stage-highlights-1911-1925-mw0000273476,Al Jolson,/wiki/Al_Jolson
5/31/1947,"Al Jolson, Vol. 1",,http://cps-static.rovicorp.com/3/JPG_500/MI0002/526/MI0002526462.jpg,http://www.allmusic.com/album/al-jolson-vol-1-stage-highlights-1911-1925-mw0000273476,Al Jolson,/wiki/Al_Jolson
6/7/1947,"Al Jolson, Vol. 1",,http://cps-static.rovicorp.com/3/JPG_500/MI0002/526/MI0002526462.jpg,http://www.allmusic.com/album/al-jolson-vol-1-stage-highlights-1911-1925-mw0000273476,Al Jolson,/wiki/Al_Jolson
